conta,descricao,origem,akd_debito,akd_credito,akd_abs_saldo,ct2_debito,ct2_credito,ct2_abs_saldo,ct2_max,ct2_min,diff_abs_saldo,diff_ct2_debito,diff_ct2_credito,diff_ct2_max,diff_ct2_min,melhor_formula_ct2
4124030001,LOCACAO DE ESCRITORIOS EQUIPADOS,ambos,405326.88,202663.44,202663.44,0.00,202663.44,202663.44,202663.44,0.00,0.00,202663.44,0.00,0.00,202663.44,ct2_abs_saldo
4124030002,SECRETARIA VIRTUAL,ambos,367005.61,184396.91,182608.70,596.07,183204.77,182608.70,183204.77,596.07,0.00,182012.63,596.07,596.07,182012.63,ct2_abs_saldo
4124030003,INDICACAO DE SERVICOS,ambos,45260.54,22630.27,22630.27,0.00,22630.27,22630.27,22630.27,0.00,0.00,22630.27,0.00,0.00,22630.27,ct2_abs_saldo
4124030004,TAXA DE ADESAO PELOS SERVICOS DOS EAS,ambos,1245492.10,622746.05,622746.05,0.00,622746.05,622746.05,622746.05,0.00,0.00,622746.05,0.00,0.00,622746.05,ct2_abs_saldo
4131010001,ATUALIZACAO MONET/DIREITOS A RECEBER,somente_ct2,0.00,0.00,0.00,4759.97,39230.50,34470.53,39230.50,4759.97,34470.53,4759.97,39230.50,39230.50,4759.97,ct2_debito
4131010002,RESTITUICOES DE PROJETOS/CONVENIOS,ambos,432238.76,216119.38,216119.38,0.00,216119.38,216119.38,216119.38,0.00,0.00,216119.38,0.00,0.00,216119.38,ct2_abs_saldo
4131010003,DEVOLUCOES/RESTITUICOES DE TERCEIROS,ambos,25465.20,12732.60,12732.60,0.00,12732.60,12732.60,12732.60,0.00,0.00,12732.60,0.00,0.00,12732.60,ct2_abs_saldo
4131010004,RECUPERACAO DE TRIBUTOS,ambos,8468.56,4234.28,4234.28,0.00,4234.28,4234.28,4234.28,0.00,0.00,4234.28,0.00,0.00,4234.28,ct2_abs_saldo
4131010005,RECUPERACAO DE RESULTADO,somente_ct2,0.00,0.00,0.00,0.00,99.26,99.26,99.26,0.00,99.26,0.00,99.26,99.26,0.00,ct2_debito
4131010006,DESCONTOS FINANCEIROS OBTIDOS,ambos,240.48,120.24,120.24,0.00,120.23,120.23,120.23,0.00,0.01,120.24,0.01,0.01,120.24,ct2_abs_saldo
4131010008,REVERSAO DE PERDAS COM CONTINGENCIAS,ambos,16672.80,43.74,16629.06,21.87,16650.93,16629.06,16650.93,21.87,0.00,16607.19,21.87,21.87,16607.19,ct2_abs_saldo
4131010009,DEMAIS RECEITAS OPERACIONAIS,ambos,981443.88,490721.94,490721.94,0.00,132546.10,132546.10,132546.10,0.00,358175.84,490721.94,358175.84,358175.84,490721.94,ct2_abs_saldo
4141010001,BB/FUNDO MILENIO - CTA: 7364-4,ambos,29640661.48,14820330.74,14820330.74,0.00,14820330.74,14820330.74,14820330.74,0.00,0.00,14820330.74,0.00,0.00,14820330.74,ct2_abs_saldo
4141010003,BB/C.POUPANCA Nº 431589-8P (CUSTEIO),ambos,37211.46,18605.73,18605.73,0.00,18605.73,18605.73,18605.73,0.00,0.00,18605.73,0.00,0.00,18605.73,ct2_abs_saldo
4141010005,BB - C/C 431611-8 - FAO,ambos,214.88,107.44,107.44,0.00,122328.41,122328.41,122328.41,0.00,122220.97,107.44,122220.97,122220.97,107.44,ct2_debito
4141010006,C/C 6503-XA BACEN JUD,ambos,11093.29,4895.04,6198.25,0.00,6198.25,6198.25,6198.25,0.00,0.00,6198.25,0.00,0.00,6198.25,ct2_abs_saldo
4141010007,REND. BB AMPLO 7364-4A,ambos,887.22,443.61,443.61,0.00,443.61,443.61,443.61,0.00,0.00,443.61,0.00,0.00,443.61,ct2_abs_saldo
4141010008,BB/C.POUPANCA Nº 431589-8 RENDE FÁCIL,ambos,3921.52,1960.76,1960.76,0.00,1960.76,1960.76,1960.76,0.00,0.00,1960.76,0.00,0.00,1960.76,ct2_abs_saldo
4141010011,REND. BB TOQUIO,ambos,5.82,2.91,2.91,0.00,2.91,2.91,2.91,0.00,0.00,2.91,0.00,0.00,2.91,ct2_abs_saldo
4141020001,CEF/FUNDO APEXPORT- CTA: 6010-3,ambos,24167527.00,12083763.50,12083763.50,0.00,12083763.50,12083763.50,12083763.50,0.00,0.00,12083763.50,0.00,0.00,12083763.50,ct2_abs_saldo
4141020005,RENDIMENTO CAIXA FIC AMETISTA,ambos,1891.72,945.86,945.86,0.00,945.86,945.86,945.86,0.00,0.00,945.86,0.00,0.00,945.86,ct2_abs_saldo
4141030001,F/A - BRADESCO CAPITAL DE GIRO 10125-,ambos,542.72,271.36,271.36,0.00,45.91,45.91,45.91,0.00,225.45,271.36,225.45,225.45,271.36,ct2_abs_saldo
4141030002,BRADESCO INVEST FACIL,ambos,287.62,143.81,143.81,0.00,585.50,585.50,585.50,0.00,441.69,143.81,441.69,441.69,143.81,ct2_debito
4141050001,BANCO BTG,somente_ct2,0.00,0.00,0.00,0.00,511.99,511.99,511.99,0.00,511.99,0.00,511.99,511.99,0.00,ct2_debito
4141060001,REND APLIC AUTOMAT ITAU,ambos,37.38,18.69,18.69,0.00,18.69,18.69,18.69,0.00,0.00,18.69,0.00,0.00,18.69,ct2_abs_saldo
4141090002,(-) (5856) COFINS S/ RECEITA FINANCEI,ambos,702665.14,1405330.28,702665.14,1082229.26,0.00,1082229.26,1082229.26,0.00,379564.12,379564.12,702665.14,379564.12,702665.14,ct2_abs_saldo
4141090003,(-) IR S/ APLICACAO FINANCEIRA,ambos,1500235.95,3000471.90,1500235.95,1500239.57,4.07,1500235.50,1500239.57,4.07,0.45,3.62,1500231.88,3.62,1500231.88,ct2_abs_saldo
4141090005,(-) IOF S/ RECEITA FINANCEIRA,somente_ct2,0.00,0.00,0.00,64.97,0.00,64.97,64.97,0.00,64.97,64.97,0.00,64.97,0.00,ct2_credito
4143010001,GANHOS COM VARIACAO CAMBIAL,somente_ct2,0.00,0.00,0.00,3734.70,4367951.45,4364216.75,4367951.45,3734.70,4364216.75,3734.70,4367951.45,4367951.45,3734.70,ct2_debito
