tipo_grupo;recno_ancora;pares_no_grupo;pares_selecionados;pares_bloqueados;score_maximo;assinatura;evidencia;akd_recnos;ct2_recnos
akd_1xN;2433955;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2433955;2112733|2112734
akd_1xN;2433956;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2433956;2112733|2112734
akd_1xN;2433959;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2433959;2112737|2112738
akd_1xN;2433960;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2433960;2112737|2112738
akd_1xN;2433963;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2433963;2112741|2112742
akd_1xN;2433964;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2433964;2112741|2112742
akd_1xN;2434315;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2434315;2128586|2128587
akd_1xN;2434316;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2434316;2128586|2128587
akd_1xN;2434319;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2434319;2128590|2128591
akd_1xN;2434320;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2434320;2128590|2128591
akd_1xN;2434323;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2434323;2128594|2128595
akd_1xN;2434324;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2434324;2128594|2128595
akd_1xN;2434327;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2434327;2128598|2128599
akd_1xN;2434328;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2434328;2128598|2128599
akd_1xN;2437025;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2437025;2127097|2127098
akd_1xN;2437026;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2437026;2127097|2127098
akd_1xN;2442326;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2442326;2127478|2127479
akd_1xN;2442327;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2442327;2127478|2127479
akd_1xN;2442332;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2442332;2127484|2127485
akd_1xN;2442333;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2442333;2127484|2127485
akd_1xN;2442338;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2442338;2127490|2127491
akd_1xN;2442339;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2442339;2127490|2127491
akd_1xN;2481896;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2481896;2127866|2127867
akd_1xN;2481897;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2481897;2127866|2127867
akd_1xN;2481900;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2481900;2127870|2127871
akd_1xN;2481901;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2481901;2127870|2127871
akd_1xN;2481906;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2481906;2127876|2127877
akd_1xN;2481907;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2481907;2127876|2127877
akd_1xN;2481934;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2481934;2120009|2120010
akd_1xN;2481935;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2481935;2120009|2120010
akd_1xN;2485812;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2485812;2124156|2124157
akd_1xN;2485813;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2485813;2124156|2124157
akd_1xN;2485814;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2485814;2124162|2124163
akd_1xN;2485815;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2485815;2124162|2124163
akd_1xN;2411162;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2411162;2097951|2097952
akd_1xN;2411163;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2411163;2097951|2097952
akd_1xN;2405938;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2405938;2073318|2073319
akd_1xN;2405939;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2405939;2073318|2073319
akd_1xN;2413378;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2413378;2085673|2085674
akd_1xN;2413379;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2413379;2085673|2085674
akd_1xN;2416886;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2416886;2096177|2096178
akd_1xN;2416887;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2416887;2096177|2096178
akd_1xN;2443318;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2443318;2114207|2114208
akd_1xN;2443319;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2443319;2114207|2114208
akd_1xN;2487635;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2487635;2128018|2128019
akd_1xN;2487636;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2487636;2128018|2128019
akd_1xN;2397630;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2397630;2067315|2067316
akd_1xN;2397631;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2397631;2067315|2067316
akd_1xN;2405215;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2405215;2068226|2068227
akd_1xN;2405216;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2405216;2068226|2068227
akd_1xN;2408909;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2408909;2097536|2097537
akd_1xN;2408910;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2408910;2097536|2097537
akd_1xN;2408917;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2408917;2097544|2097545
akd_1xN;2408918;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2408918;2097544|2097545
akd_1xN;2408921;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2408921;2097548|2097549
akd_1xN;2408922;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2408922;2097548|2097549
akd_1xN;2408925;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2408925;2097552|2097553
akd_1xN;2408926;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2408926;2097552|2097553
akd_1xN;2408929;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2408929;2097556|2097557
akd_1xN;2408930;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2408930;2097556|2097557
akd_1xN;2408933;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2408933;2097560|2097561
akd_1xN;2408934;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2408934;2097560|2097561
akd_1xN;2408937;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2408937;2097564|2097565
akd_1xN;2408938;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2408938;2097564|2097565
akd_1xN;2408941;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2408941;2097568|2097569
akd_1xN;2408942;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2408942;2097568|2097569
akd_1xN;2409284;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2409284;2097580|2097581
akd_1xN;2409285;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2409285;2097580|2097581
akd_1xN;2409290;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2409290;2097586|2097587
akd_1xN;2409291;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2409291;2097586|2097587
akd_1xN;2409296;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2409296;2097592|2097593
akd_1xN;2409297;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2409297;2097592|2097593
akd_1xN;2411158;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2411158;2097945|2097946
akd_1xN;2411159;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2411159;2097945|2097946
akd_1xN;2413280;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2413280;2098383|2098384
akd_1xN;2413281;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2413281;2098383|2098384
akd_1xN;2416682;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2416682;2110268|2110269
akd_1xN;2416683;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2416683;2110268|2110269
akd_1xN;2416686;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2416686;2110272|2110273
akd_1xN;2416687;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2416687;2110272|2110273
akd_1xN;2424528;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2424528;2104967|2104968
akd_1xN;2424529;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2424529;2104967|2104968
akd_1xN;2420185;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2420185;2110571|2110572
akd_1xN;2420186;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2420186;2110571|2110572
akd_1xN;2420189;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2420189;2110575|2110576
akd_1xN;2420190;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2420190;2110575|2110576
akd_1xN;2420201;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2420201;2110587|2110588
akd_1xN;2420202;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2420202;2110587|2110588
akd_1xN;2420205;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2420205;2110591|2110592
akd_1xN;2420206;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2420206;2110591|2110592
akd_1xN;2420209;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2420209;2110595|2110596
akd_1xN;2420210;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2420210;2110595|2110596
akd_1xN;2420213;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2420213;2110599|2110600
akd_1xN;2420214;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2420214;2110599|2110600
akd_1xN;2420219;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2420219;2110605|2110606
akd_1xN;2420220;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2420220;2110605|2110606
akd_1xN;2420223;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2420223;2110609|2110610
akd_1xN;2420224;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2420224;2110609|2110610
akd_1xN;2420231;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2420231;2110615|2110616
akd_1xN;2420232;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2420232;2110615|2110616
akd_1xN;2421491;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2421491;2111860|2111861
akd_1xN;2421492;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2421492;2111860|2111861
akd_1xN;2421495;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2421495;2111864|2111865
akd_1xN;2421496;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2421496;2111864|2111865
akd_1xN;2422240;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2422240;2112061|2112062
akd_1xN;2422241;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2422241;2112061|2112062
akd_1xN;2434301;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2434301;2128572|2128573
akd_1xN;2434302;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2434302;2128572|2128573
akd_1xN;2434305;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2434305;2128576|2128577
akd_1xN;2434306;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2434306;2128576|2128577
akd_1xN;2434311;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2434311;2128582|2128583
akd_1xN;2434312;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2434312;2128582|2128583
akd_1xN;2434189;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2434189;2113409|2113410
akd_1xN;2434190;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2434190;2113409|2113410
akd_1xN;2436144;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2436144;2113420|2113421
akd_1xN;2436145;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2436145;2113420|2113421
akd_1xN;2441285;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2441285;2126149|2126150
akd_1xN;2441286;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2441286;2126149|2126150
akd_1xN;2481953;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2481953;2127892|2127893
akd_1xN;2481954;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2481954;2127892|2127893
ct2_Nx1;2096224;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2397724|2397725;2096224
ct2_Nx1;2096225;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2397724|2397725;2096225
ct2_Nx1;2096228;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2397728|2397729;2096228
ct2_Nx1;2096229;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2397728|2397729;2096229
ct2_Nx1;2096232;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2397732|2397733;2096232
ct2_Nx1;2096233;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2397732|2397733;2096233
ct2_Nx1;2096236;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2397736|2397737;2096236
ct2_Nx1;2096237;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2397736|2397737;2096237
ct2_Nx1;2096240;2;1;1;374;xnumap_xdocum|xnumap_at04db|doc_hist|doc_extra|chave_estruturada|competencia|cc|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2397740|2397741;2096240
