akd_recno;rank;ct2_recno_candidato;confidence;score;candidate_sources;reasons;akd_xdoc;akd_xnumap;akd_ent05;akd_cc;akd_clvlr;akd_itctb;ct2_xdoc;ct2_at01cr;ct2_xdocum;ct2_at04db;ct2_debito;ct2_credito;ct2_ccd;ct2_ccc;akd_historico;ct2_historico
2486025;2;2124734;muito_forte;196;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_2:03032026|doc_extra_2:03032026|doc_hist_1:03032026|competencia|classe_valor|competencia_classe|tokens_2+;SE151123;;4141060001;06030501;00000000000000003168;;SE5249115;SE5249115;;;;1123010004;06030503;06030503;03032026 -REND APLIC AUTOMAT ITAU;RECBTO S/TITULO 03032026 ITAU UNIBANCO S.A.
2485961;1;2124486;muito_forte;197;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:12032026|doc_extra_1:12032026|doc_hist_1:12032026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE151118;;4141030001;06030501;00000000000000003168;;SE5249103;SE5249103;;;1116050001;;06030503;;12032026 -REND SANTANDER CONTAMAX;RECBTO S/ TITULO 12032026/SNT BANCO SANTANDER SA-REND SANTANDER CONTAMAX
2485961;2;2124487;muito_forte;178;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:12032026|doc_extra_1:12032026|doc_hist_1:12032026|competencia|classe_valor|competencia_classe|tokens_2+|texto_055;SE151118;;4141030001;06030501;00000000000000003168;;SE5249103;SE5249103;;;;1123010004;06030503;06030503;12032026 -REND SANTANDER CONTAMAX;RECBTO S/TITULO 12032026 BANCO SANTANDER SA
2485937;1;2124463;muito_forte;221;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_2:09032026|doc_extra_2:09032026|doc_hist_1:09032026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE151115;;4141030001;06030501;00000000000000003168;;SE5249097;SE5249097;;;1116050001;;06030503;;09032026 -REND SANTANDER CONTAMAX;RECBTO S/ TITULO 09032026/SNT BANCO SANTANDER SA-REND SANTANDER CONTAMAX
2485937;2;2124464;muito_forte;202;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_2:09032026|doc_extra_2:09032026|doc_hist_1:09032026|competencia|classe_valor|competencia_classe|tokens_2+|texto_055;SE151115;;4141030001;06030501;00000000000000003168;;SE5249097;SE5249097;;;;1123010004;06030503;06030503;09032026 -REND SANTANDER CONTAMAX;RECBTO S/TITULO 09032026 BANCO SANTANDER SA
2485941;1;2124466;muito_forte;197;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:13032026|doc_extra_1:13032026|doc_hist_1:13032026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE151116;;4141030001;06030501;00000000000000003168;;SE5249098;SE5249098;;;1116050001;;06030503;;13032026 -REND SANTANDER CONTAMAX;RECBTO S/ TITULO 13032026/SNT BANCO SANTANDER SA-REND SANTANDER CONTAMAX
2485941;2;2124467;muito_forte;178;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:13032026|doc_extra_1:13032026|doc_hist_1:13032026|competencia|classe_valor|competencia_classe|tokens_2+|texto_055;SE151116;;4141030001;06030501;00000000000000003168;;SE5249098;SE5249098;;;;1123010004;06030503;06030503;13032026 -REND SANTANDER CONTAMAX;RECBTO S/TITULO 13032026 BANCO SANTANDER SA
2485945;1;2124469;muito_forte;197;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_1:31032026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE151117;;4141030001;06030501;00000000000000003168;;SE5249099;SE5249099;;;1116050001;;06030503;;31032026 -REND SANTANDER CONTAMAX;RECBTO S/ TITULO 31032026/SNT BANCO SANTANDER SA-REND SANTANDER CONTAMAX
2485945;2;2124470;muito_forte;178;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_1:31032026|competencia|classe_valor|competencia_classe|tokens_2+|texto_055;SE151117;;4141030001;06030501;00000000000000003168;;SE5249099;SE5249099;;;;1123010004;06030503;06030503;31032026 -REND SANTANDER CONTAMAX;RECBTO S/TITULO 31032026 BANCO SANTANDER SA
2485983;1;2124565;muito_forte;192;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_2:31032026|competencia|classe_valor|competencia_classe|tokens_2+|texto_055;SE151119;;4141010001;06030501;00000000000000003168;;SE5249108;SE5249108;;;1116010002;;06030503;;31032026 -RENDIMENTO 7364-4D;RECBTO S/ TITULO 31032026/BB1 BANCO DO BRASIL SA-RENDIMENTO 7364-4D
2485983;2;2124566;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_1:31032026|competencia|classe_valor|competencia_classe;SE151119;;4141010001;06030501;00000000000000003168;;SE5249108;SE5249108;;;;1123010004;06030503;06030503;31032026 -RENDIMENTO 7364-4D;RECBTO S/TITULO 31032026 BANCO DO BRASIL SA
2485991;1;2124631;muito_forte;211;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_2:31032026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE151120;;4141010007;06030501;00000000000000003168;;SE5249109;SE5249109;;;1116010001;;06030503;;31032026 -RENDIMENTO BB FACIL 7364-4R;RECBTO S/ TITULO 31032026/R1 BANCO DO BRASIL SA-RENDIMENTO BB FACIL 7364-4R
2485991;2;2124632;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_1:31032026|competencia|classe_valor|competencia_classe;SE151120;;4141010007;06030501;00000000000000003168;;SE5249109;SE5249109;;;;1123010004;06030503;06030503;31032026 -RENDIMENTO BB FACIL 7364-4R;RECBTO S/TITULO 31032026 BANCO DO BRASIL SA
2486007;1;2124704;muito_forte;211;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_2:31032026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE151122;;4141010006;06030501;00000000000000003168;;SE5249114;SE5249114;;;1116010006;;06030503;;31032026 -RENDIMENTO BB FACIL 6503-XR;RECBTO S/ TITULO 31032026/R4 BANCO DO BRASIL SA-RENDIMENTO BB FACIL 6503-XR
2486007;2;2124705;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_1:31032026|competencia|classe_valor|competencia_classe;SE151122;;4141010006;06030501;00000000000000003168;;SE5249114;SE5249114;;;;1123010004;06030503;06030503;31032026 -RENDIMENTO BB FACIL 6503-XR;RECBTO S/TITULO 31032026 BANCO DO BRASIL SA
2487140;1;2125508;muito_forte;211;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_2:31032026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE151161;;4141010008;06030501;00000000000000003168;;SE5249374;SE5249374;;;1114010003;;06030503;;31032026 -RENDIMENTO BB FACIL 5494-1R;RECBTO S/ TITULO 31032026/R3 BANCO DO BRASIL SA-RENDIMENTO BB FACIL 5494-1R
2487140;2;2125509;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_1:31032026|competencia|classe_valor|competencia_classe;SE151161;;4141010008;06030501;00000000000000003168;;SE5249374;SE5249374;;;;1123010004;06030503;06030503;31032026 -RENDIMENTO BB FACIL 5494-1R;RECBTO S/TITULO 31032026 BANCO DO BRASIL SA
2487788;1;2128140;muito_forte;192;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_2:4315898P|competencia|classe_valor|competencia_classe|tokens_2+|texto_055;SE151170;;4141010003;06030501;00000000000000003168;;SE5249456;SE5249456;;;1114010001;;06030503;;31032026 -RENDIMENTO 431589-8P;RECBTO S/ TITULO 31032026/P1 BANCO DO BRASIL SA-RENDIMENTO 431589-8P
2487788;2;2128141;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_1:31032026|competencia|classe_valor|competencia_classe;SE151170;;4141010003;06030501;00000000000000003168;;SE5249456;SE5249456;;;;1123010004;06030503;06030503;31032026 -RENDIMENTO 431589-8P;RECBTO S/TITULO 31032026 BANCO DO BRASIL SA
2487792;1;2128143;muito_forte;211;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_2:4315898R|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE151171;;4141010008;06030501;00000000000000003168;;SE5249457;SE5249457;;;1114010002;;06030503;;31032026 -RENDIMENTO BB FACIL 431589-8R;RECBTO S/ TITULO 31032026/R BANCO DO BRASIL SA-RENDIMENTO BB FACIL 431589-8R
2487792;2;2128144;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_1:31032026|competencia|classe_valor|competencia_classe;SE151171;;4141010008;06030501;00000000000000003168;;SE5249457;SE5249457;;;;1123010004;06030503;06030503;31032026 -RENDIMENTO BB FACIL 431589-8R;RECBTO S/TITULO 31032026 BANCO DO BRASIL SA
2487830;1;2128157;muito_forte;197;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_1:31032026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE151176;;4141010005;06030501;00000000000000003168;;SE5249464;SE5249464;;;1114010004;;06030503;;31032026 -TARIFA BANCARIA 431611-8;RECBTO S/ TITULO 31032026/B3 BANCO DO BRASIL SA-TARIFA BANCARIA 431611-8
2487830;2;2128158;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_1:31032026|competencia|classe_valor|competencia_classe;SE151176;;4141010005;06030501;00000000000000003168;;SE5249464;SE5249464;;;;1123010004;06030503;06030503;31032026 -TARIFA BANCARIA 431611-8;RECBTO S/TITULO 31032026 BANCO DO BRASIL SA
2489082;1;2128170;muito_forte;197;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_1:31032026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE151306;;4141020005;06030501;00000000000000003168;;SE5249476;SE5249476;;;1116020003;;06030503;;31032026 -RENDIMENTO CAIXA AMETISTA CORP;RECBTO S/ TITULO 31032026/CX2 CAIXA ECONOMICA FEDERAL-RENDIMENTO CAIXA AMETISTA CORP
2489082;2;2128171;muito_forte;172;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_1:31032026|competencia|classe_valor|competencia_classe|tokens_2+;SE151306;;4141020005;06030501;00000000000000003168;;SE5249476;SE5249476;;;;1123010004;06030503;06030503;31032026 -RENDIMENTO CAIXA AMETISTA CORP;RECBTO S/TITULO 31032026 CAIXA ECONOMICA FEDERAL
2489090;1;2128177;muito_forte;211;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_2:577498223|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE151307;;4141020001;06030501;00000000000000003168;;SE5249478;SE5249478;;;1116020001;;06030503;;31032026 -RENDIMENTO 577498223-4 FUNDO EXCLUSIVO;RECBTO S/ TITULO 31032026/CX1 CAIXA ECONOMICA FEDERAL-RENDIMENTO 577498223-4 FUNDO EXCLUSIVO
2489090;2;2128178;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_1:31032026|competencia|classe_valor|competencia_classe;SE151307;;4141020001;06030501;00000000000000003168;;SE5249478;SE5249478;;;;1123010004;06030503;06030503;31032026 -RENDIMENTO 577498223-4 FUNDO EXCLUSIVO;RECBTO S/TITULO 31032026 CAIXA ECONOMICA FEDERAL
2489159;1;2128252;muito_forte;173;ano_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_1:31032026|competencia|tokens_4+|texto_070|texto_profundo_sem_ancora;SE2533489;;4141090003;06030501;00000000000000003168;;SE5249491;SE5249491;;;2111010001;;06030503;;31032026 -IMPOSTO NA FONTE - WITHHOLDING TAX (ON CR INTEREST);PGTO S/ TITULO 31032026-RECEITA FEDERAL-IMPOSTO NA FONTE - WITHHOLDING TAX (ON CR INTEREST)
2489159;2;2128253;muito_forte;173;ano_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:31032026|doc_extra_1:31032026|doc_hist_1:31032026|competencia|tokens_4+|texto_070|texto_profundo_sem_ancora;SE2533489;;4141090003;06030501;00000000000000003168;;SE5249491;SE5249491;;;;1112079997;;06030503;31032026 -IMPOSTO NA FONTE - WITHHOLDING TAX (ON CR INTEREST);PGTO S/ TITULO 31032026-RECEITA FEDERAL-IMPOSTO NA FONTE - WITHHOLDING TAX (ON CR INTEREST)
2490581;1;2128928;muito_forte;347;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|xdoc|xdoc_at01cr|chave_estruturada_2:200600003001|doc_extra_2:200600003001|doc_hist_1:200600003|competencia|ent05_conta|tokens_4+|texto_070;SE2534475;;4141090002;06030501;00000000000000003168;;SE2534475;SE2534475;;;4141090002;;06030503;;200600003-COFINS RECEITAS FINANCEIRAS MES 032026;VLR. REF DOC 200600003 RECEITA FEDERAL-COFINS RECEITAS FINANCEIRAS MES 032026
2490581;2;2128929;muito_forte;325;ano_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|xdoc|xdoc_at01cr|chave_estruturada_2:200600003001|doc_extra_2:200600003001|doc_hist_1:200600003|competencia|tokens_4+|texto_070;SE2534475;;4141090002;06030501;00000000000000003168;;SE2534475;SE2534475;;;;2114010017;;06030503;200600003-COFINS RECEITAS FINANCEIRAS MES 032026;VLR. REF DOC 200600003 RECEITA FEDERAL-COFINS RECEITAS FINANCEIRAS MES 032026
2431199;1;2101362;muito_forte;296;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_4+|texto_085;CT22101362;;4124030001;06010907;00000000000000002804;;;;72114;;;4124030001;;06010907;OFFICE STANDARD #15 - 1ST YEAR;OFFICE STANDARD #15 - 1ST YEAR
2431200;1;2101362;muito_forte;296;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_4+|texto_085;CT22101362;;4124030001;06010907;00000000000000002804;;;;72114;;;4124030001;;06010907;OFFICE STANDARD #15 - 1ST YEAR;OFFICE STANDARD #15 - 1ST YEAR
2431203;1;2101364;muito_forte;296;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_4+|texto_085;CT22101364;;4124030001;06010907;00000000000000002804;;;;72114;;;4124030001;;06010907;PARKING SPACE MONTHLY FEE;PARKING SPACE MONTHLY FEE
2431203;2;2101404;muito_forte;235;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_4+|texto_085|texto_conta_competencia|texto_classe_competencia;CT22101364;;4124030001;06010907;00000000000000002804;;;;72117;;;4124030001;;06010907;PARKING SPACE MONTHLY FEE;PARKING SPACE MONTHLY FEE
2431203;3;2101588;muito_forte;235;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_4+|texto_085|texto_conta_competencia|texto_classe_competencia;CT22101364;;4124030001;06010907;00000000000000002804;;;;72308;;;4124030001;;06010907;PARKING SPACE MONTHLY FEE;PARKING SPACE MONTHLY FEE
2431203;4;2101626;muito_forte;235;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_4+|texto_085|texto_conta_competencia|texto_classe_competencia;CT22101364;;4124030001;06010907;00000000000000002804;;;;72330;;;4124030001;;06010907;PARKING SPACE MONTHLY FEE;PARKING SPACE MONTHLY FEE
2431204;1;2101364;muito_forte;296;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_4+|texto_085;CT22101364;;4124030001;06010907;00000000000000002804;;;;72114;;;4124030001;;06010907;PARKING SPACE MONTHLY FEE;PARKING SPACE MONTHLY FEE
2431204;2;2101404;muito_forte;235;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_4+|texto_085|texto_conta_competencia|texto_classe_competencia;CT22101364;;4124030001;06010907;00000000000000002804;;;;72117;;;4124030001;;06010907;PARKING SPACE MONTHLY FEE;PARKING SPACE MONTHLY FEE
2431204;3;2101588;muito_forte;235;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_4+|texto_085|texto_conta_competencia|texto_classe_competencia;CT22101364;;4124030001;06010907;00000000000000002804;;;;72308;;;4124030001;;06010907;PARKING SPACE MONTHLY FEE;PARKING SPACE MONTHLY FEE
2431204;4;2101626;muito_forte;235;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_4+|texto_085|texto_conta_competencia|texto_classe_competencia;CT22101364;;4124030001;06010907;00000000000000002804;;;;72330;;;4124030001;;06010907;PARKING SPACE MONTHLY FEE;PARKING SPACE MONTHLY FEE
2431207;1;2101366;muito_forte;296;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_4+|texto_085;CT22101366;;4124030001;06010907;00000000000000002804;;;;72114;;;4124030001;;06010907;OFFICE PACKAGE ADDITIONAL PERSON;OFFICE PACKAGE ADDITIONAL PERSON
2431207;2;2101514;forte;106;ano_valor|cc_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|cc|classe_valor|competencia_classe|competencia_cc_classe;CT22101366;;4124030001;06010907;00000000000000002804;;;;72132;;;4124030003;;06010907;OFFICE PACKAGE ADDITIONAL PERSON;CHECK DEPOSITS
2431207;3;2101520;forte;106;ano_valor|cc_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|cc|classe_valor|competencia_classe|competencia_cc_classe;CT22101366;;4124030001;06010907;00000000000000002804;;;;72133;;;4124030003;;06010907;OFFICE PACKAGE ADDITIONAL PERSON;CHECK DEPOSITS
2431207;4;2101526;forte;106;ano_valor|cc_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|cc|classe_valor|competencia_classe|competencia_cc_classe;CT22101366;;4124030001;06010907;00000000000000002804;;;;72134;;;4124030003;;06010907;OFFICE PACKAGE ADDITIONAL PERSON;CHECK DEPOSITS
