akd_recno;rank;ct2_recno_candidato;confidence;score;candidate_sources;reasons;akd_xdoc;akd_xnumap;akd_ent05;akd_cc;akd_clvlr;akd_itctb;ct2_xdoc;ct2_at01cr;ct2_xdocum;ct2_at04db;ct2_debito;ct2_credito;ct2_ccd;ct2_ccc;akd_historico;ct2_historico
2483150;7;2115238;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115468;;4124030002;06010907;00000000000000002804;;;;72721;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483150;8;2115244;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115468;;4124030002;06010907;00000000000000002804;;;;72722;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483150;9;2115250;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115468;;4124030002;06010907;00000000000000002804;;;;72723;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483150;10;2115256;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115468;;4124030002;06010907;00000000000000002804;;;;72724;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483151;1;2115468;muito_forte;289;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115468;;4124030002;06010907;00000000000000002804;;;;72772;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483151;2;2115208;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115468;;4124030002;06010907;00000000000000002804;;;;72716;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483151;3;2115214;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115468;;4124030002;06010907;00000000000000002804;;;;72717;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483151;4;2115220;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115468;;4124030002;06010907;00000000000000002804;;;;72718;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483151;5;2115226;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115468;;4124030002;06010907;00000000000000002804;;;;72719;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483151;6;2115232;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115468;;4124030002;06010907;00000000000000002804;;;;72720;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483151;7;2115238;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115468;;4124030002;06010907;00000000000000002804;;;;72721;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483151;8;2115244;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115468;;4124030002;06010907;00000000000000002804;;;;72722;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483151;9;2115250;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115468;;4124030002;06010907;00000000000000002804;;;;72723;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483151;10;2115256;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115468;;4124030002;06010907;00000000000000002804;;;;72724;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483154;1;2115472;muito_forte;289;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115472;;4124030002;06010907;00000000000000002804;;;;72773;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483154;2;2115208;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115472;;4124030002;06010907;00000000000000002804;;;;72716;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483154;3;2115214;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115472;;4124030002;06010907;00000000000000002804;;;;72717;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483154;4;2115220;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115472;;4124030002;06010907;00000000000000002804;;;;72718;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483154;5;2115226;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115472;;4124030002;06010907;00000000000000002804;;;;72719;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483154;6;2115232;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115472;;4124030002;06010907;00000000000000002804;;;;72720;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483154;7;2115238;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115472;;4124030002;06010907;00000000000000002804;;;;72721;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483154;8;2115244;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115472;;4124030002;06010907;00000000000000002804;;;;72722;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483154;9;2115250;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115472;;4124030002;06010907;00000000000000002804;;;;72723;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483154;10;2115256;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115472;;4124030002;06010907;00000000000000002804;;;;72724;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483155;1;2115472;muito_forte;289;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115472;;4124030002;06010907;00000000000000002804;;;;72773;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483155;2;2115208;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115472;;4124030002;06010907;00000000000000002804;;;;72716;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483155;3;2115214;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115472;;4124030002;06010907;00000000000000002804;;;;72717;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483155;4;2115220;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115472;;4124030002;06010907;00000000000000002804;;;;72718;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483155;5;2115226;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115472;;4124030002;06010907;00000000000000002804;;;;72719;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483155;6;2115232;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115472;;4124030002;06010907;00000000000000002804;;;;72720;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483155;7;2115238;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115472;;4124030002;06010907;00000000000000002804;;;;72721;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483155;8;2115244;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115472;;4124030002;06010907;00000000000000002804;;;;72722;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483155;9;2115250;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115472;;4124030002;06010907;00000000000000002804;;;;72723;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483155;10;2115256;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115472;;4124030002;06010907;00000000000000002804;;;;72724;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483158;1;2115476;muito_forte;289;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115476;;4124030002;06010907;00000000000000002804;;;;72774;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483158;2;2115208;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115476;;4124030002;06010907;00000000000000002804;;;;72716;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483158;3;2115214;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115476;;4124030002;06010907;00000000000000002804;;;;72717;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483158;4;2115220;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115476;;4124030002;06010907;00000000000000002804;;;;72718;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483158;5;2115226;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115476;;4124030002;06010907;00000000000000002804;;;;72719;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483158;6;2115232;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115476;;4124030002;06010907;00000000000000002804;;;;72720;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483158;7;2115238;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115476;;4124030002;06010907;00000000000000002804;;;;72721;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483158;8;2115244;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115476;;4124030002;06010907;00000000000000002804;;;;72722;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483158;9;2115250;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115476;;4124030002;06010907;00000000000000002804;;;;72723;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483158;10;2115256;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115476;;4124030002;06010907;00000000000000002804;;;;72724;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483159;1;2115476;muito_forte;289;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115476;;4124030002;06010907;00000000000000002804;;;;72774;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483159;2;2115208;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115476;;4124030002;06010907;00000000000000002804;;;;72716;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483159;3;2115214;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115476;;4124030002;06010907;00000000000000002804;;;;72717;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483159;4;2115220;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115476;;4124030002;06010907;00000000000000002804;;;;72718;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483159;5;2115226;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115476;;4124030002;06010907;00000000000000002804;;;;72719;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483159;6;2115232;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115476;;4124030002;06010907;00000000000000002804;;;;72720;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483159;7;2115238;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115476;;4124030002;06010907;00000000000000002804;;;;72721;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483159;8;2115244;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115476;;4124030002;06010907;00000000000000002804;;;;72722;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483159;9;2115250;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115476;;4124030002;06010907;00000000000000002804;;;;72723;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483159;10;2115256;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115476;;4124030002;06010907;00000000000000002804;;;;72724;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483162;1;2115480;muito_forte;289;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115480;;4124030002;06010907;00000000000000002804;;;;72775;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483162;2;2115208;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115480;;4124030002;06010907;00000000000000002804;;;;72716;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483162;3;2115214;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115480;;4124030002;06010907;00000000000000002804;;;;72717;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483162;4;2115220;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115480;;4124030002;06010907;00000000000000002804;;;;72718;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
2483162;5;2115226;muito_forte;204;ano_valor|cc_valor|classe_valor_bloco|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta|cc|classe_valor|competencia_conta_cc|competencia_classe|competencia_conta_classe|competencia_cc_classe|conta_cc_classe|tokens_2+|texto_085;CT22115480;;4124030002;06010907;00000000000000002804;;;;72719;;;4124030002;;06010907;VIRTUAL OFFICE PACKAGE;VIRTUAL OFFICE PACKAGE
